Time_gap_onramp,Distance_gap_upcoming_vehicle,Time_gap_upcoming_vehicle,Is_gap_accepted,Response_time,Participant_no,Dwell_to_mirror
4,40,6,1,1351,22,0.703703703703704
4,40,6,1,1645,22,0.5
4,40,6,1,772,23,0.666666666666667
4,40,6,1,839,23,0.625
4,40,6,1,980,23,0.684210526315789
4,40,6,1,1002,23,0.6
4,40,6,1,985,23,0.736842105263158
4,40,6,1,965,23,0.736842105263158
4,40,6,1,766,23,0.733333333333333
4,40,6,1,844,23,0.8125
4,40,6,1,1135,23,0.863636363636364
4,40,6,1,1137,23,0.681818181818182
4,40,6,1,915,23,0.888888888888889
4,40,6,1,1098,23,0.619047619047619
4,40,6,1,965,23,0.526315789473684
4,40,6,1,865,23,0.823529411764706
4,40,6,1,1065,23,0.571428571428571
4,40,6,1,789,23,0.733333333333333
4,40,6,1,768,23,0.8
4,40,6,1,815,23,0.75
4,40,6,1,846,23,0.75
4,40,6,1,695,23,0.846153846153846
4,40,6,1,714,23,0.857142857142857
4,40,6,1,682,23,0.692307692307692
4,40,6,1,937,23,0.722222222222222
4,40,6,1,823,23,0.75
4,40,6,1,864,23,0.647058823529412
4,40,6,1,693,23,0.692307692307692
4,40,6,1,817,23,0.75
4,40,6,1,721,23,0.857142857142857
4,40,6,1,770,23,0.533333333333333
4,40,6,1,776,23,0.8
4,40,6,1,1181,24,0.652173913043478
4,40,6,1,1145,24,0.772727272727273
4,40,6,1,1219,24,0.75
4,40,6,1,1017,24,0.95
4,40,6,1,1215,24,0.791666666666667
4,40,6,1,2098,24,0.51219512195122
4,40,6,1,1367,24,0.888888888888889
4,40,6,1,2248,24,0.568181818181818
4,40,6,1,1615,24,0.78125
4,40,6,1,1314,24,0.923076923076923
4,40,6,1,1536,24,0.733333333333333
4,40,6,1,1015,24,0.85
4,40,6,1,1970,24,0.615384615384615
4,40,6,1,2066,24,0.51219512195122
4,40,6,1,1141,24,0.772727272727273
4,40,6,1,1315,24,0.846153846153846
4,40,6,1,1116,24,0.681818181818182
4,40,6,1,1165,24,0.695652173913043
4,40,6,1,864,24,0.647058823529412
4,40,6,1,973,24,0.894736842105263
4,40,6,1,701,24,0.785714285714286
4,40,6,1,1023,24,0.8
4,40,6,1,1174,24,0.608695652173913
4,40,6,1,915,24,0.611111111111111
4,40,6,1,1615,24,0.8125
4,40,6,1,1016,24,0.65
4,40,6,1,1427,25,0.857142857142857
4,40,6,1,1874,25,0.675675675675676
4,40,6,1,1994,25,0.923076923076923
4,40,6,1,1722,25,0.823529411764706
4,40,6,1,2019,25,0.8
4,40,6,1,2066,25,0
4,40,6,1,2046,25,0
4,40,6,1,1825,25,0.861111111111111
4,40,6,1,1629,25,0.75
4,40,6,1,1453,25,0.551724137931034
4,40,6,1,2634,25,0.423076923076923
4,40,6,1,1676,25,0.696969696969697
4,40,6,1,2248,25,0.931818181818182
4,40,6,1,2165,25,0.790697674418605
4,40,6,1,1565,25,0.967741935483871
4,40,6,1,1783,25,0.685714285714286
4,40,6,1,931,25,1
4,40,6,1,1569,25,0.903225806451613
4,40,6,1,1174,25,0.956521739130435
4,40,6,1,2038,25,0.575
4,40,6,1,2569,25,0.764705882352941
4,40,6,1,2881,25,0.666666666666667
4,40,6,1,1270,25,1
4,40,6,1,1019,25,1
4,40,6,1,1081,25,1
4,40,6,1,1151,25,0.91304347826087
4,40,6,1,1421,25,0.607142857142857
4,40,6,1,1396,25,0.666666666666667
4,40,6,1,1025,25,0.75
4,40,6,1,2584,25,0.549019607843137
4,40,6,1,1264,26,0.52
4,40,6,1,1360,26,0.555555555555556
4,40,6,1,1029,26,0.5
4,40,6,1,1537,26,0.6
4,40,6,1,1895,26,0.540540540540541
4,40,6,1,1686,26,0.666666666666667
4,40,6,1,1650,26,0.575757575757576
4,40,6,1,1670,26,0.545454545454545
4,40,6,1,1771,26,0.628571428571429
4,40,6,1,1731,26,0.558823529411765
4,40,6,1,1542,26,0.533333333333333
4,40,6,1,1483,26,0.620689655172414
4,40,6,1,2415,26,0.541666666666667
4,40,6,1,1440,26,0.607142857142857
4,40,6,1,1599,26,0.516129032258065
4,40,6,1,1389,26,0.62962962962963
4,40,6,1,1185,26,0.565217391304348
4,40,6,1,1318,26,0.615384615384615
4,40,6,1,1423,26,0.535714285714286
4,40,6,1,1442,26,0.607142857142857
4,40,6,1,1765,26,0.485714285714286
4,40,6,1,1351,26,0.481481481481481
4,40,6,1,1501,26,0.566666666666667
4,40,6,1,1737,26,0.5
4,40,6,1,872,26,0.588235294117647
4,40,6,1,1487,26,0.551724137931034
4,40,6,1,1565,26,0.516129032258065
4,40,6,1,1264,26,0.6
4,40,6,1,1676,26,0.575757575757576
4,40,6,1,1520,26,0.566666666666667
4,40,6,0,2300,5,0.978260869565217
4,40,6,0,2131,5,1
4,40,6,0,2612,5,0.980769230769231
4,40,6,0,1943,5,1
4,40,6,0,2199,11,0.767441860465116
4,40,6,0,1564,12,0.548387096774194
4,40,6,0,1503,13,0.4
4,40,6,0,1266,13,0.52
4,40,6,0,2215,15,1
4,40,6,0,1669,16,0.575757575757576
4,40,6,0,1948,16,0.552631578947368
4,40,6,0,1608,17,0.8125
4,40,6,0,3409,17,0.720588235294118
4,40,6,0,2646,19,1
4,40,6,0,2950,19,0.898305084745763
4,40,6,0,2851,21,0.701754385964912
4,40,6,0,1899,21,0.405405405405405
4,40,6,0,2347,21,0.717391304347826
4,40,6,0,1649,21,0.5625
4,40,6,0,1150,21,0.695652173913043
4,40,6,0,1689,21,0.515151515151515
4,40,6,0,1943,21,0.526315789473684
4,40,6,0,2069,21,0.609756097560976
4,40,6,0,2985,21,0.508474576271186
4,40,6,0,2116,21,0.547619047619048
4,40,6,0,1851,21,0.648648648648649
4,40,6,0,997,24,0.947368421052632
4,40,6,0,1144,24,0.863636363636364
4,40,6,0,1198,24,0.826086956521739
4,40,6,0,1116,24,0.863636363636364
6,20,4,1,1065,3,0.619047619047619
6,20,4,1,1314,3,0.769230769230769
6,20,4,1,1165,3,0.782608695652174
6,20,4,1,1115,3,0.772727272727273
6,20,4,1,995,3,0.789473684210526
6,20,4,1,1230,3,0.666666666666667
6,20,4,1,1531,3,0.6
6,20,4,1,1115,3,0.772727272727273
6,20,4,1,1180,3,0.478260869565217
6,20,4,1,1089,3,0.619047619047619
6,20,4,1,983,3,0.684210526315789
6,20,4,1,1227,3,0.833333333333333
6,20,4,1,1248,4,0.791666666666667
6,20,4,1,1079,4,0.666666666666667
6,20,4,1,1123,4,0.818181818181818
6,20,4,1,996,6,0.578947368421053
6,20,4,1,1438,6,0.357142857142857
6,20,4,1,1583,6,0.451612903225806
6,20,4,1,1001,6,0.55
6,20,4,1,879,6,0.588235294117647
6,20,4,1,990,6,0.578947368421053
6,20,4,1,2248,7,0.340909090909091
6,20,4,1,2966,7,0.610169491525424
6,20,4,1,2836,7,0.589285714285714
6,20,4,1,2547,7,0.46
6,20,4,1,2788,7,0.290909090909091
6,20,4,1,2931,7,0.551724137931034
6,20,4,1,3139,7,0.403225806451613
6,20,4,1,2215,7,0.431818181818182
6,20,4,1,3065,7,0.377049180327869
6,20,4,1,819,8,0.6875
6,20,4,1,865,8,0.588235294117647
6,20,4,1,886,8,0.529411764705882
6,20,4,1,1047,8,0.75
6,20,4,1,777,8,0.8
6,20,4,1,864,8,0.764705882352941
6,20,4,1,865,8,0.764705882352941
6,20,4,1,1069,9,1
6,20,4,1,1384,9,0.777777777777778
6,20,4,1,900,9,1
6,20,4,1,1343,9,0.692307692307692
6,20,4,1,869,9,1
6,20,4,1,914,9,1
6,20,4,1,1396,10,1
6,20,4,1,1072,10,0.952380952380952
6,20,4,1,1223,10,0.916666666666667
6,20,4,1,1400,10,0.857142857142857
6,20,4,1,1376,10,0.888888888888889
6,20,4,1,1384,10,0.740740740740741
6,20,4,1,1033,11,0.9
6,20,4,1,1899,11,0.540540540540541
6,20,4,1,2015,11,0.5
6,20,4,1,1867,12,0.621621621621622
6,20,4,1,939,13,0.888888888888889
6,20,4,1,1064,13,0.952380952380952
6,20,4,1,1222,13,0.583333333333333
6,20,4,1,915,13,0.722222222222222
6,20,4,1,1215,13,0.625
6,20,4,1,1043,13,0.65
6,20,4,1,1533,13,0.433333333333333
6,20,4,1,1139,13,0.454545454545455
6,20,4,1,1615,15,1
6,20,4,1,2365,15,0.914893617021277
6,20,4,1,1131,15,1
6,20,4,1,977,15,0.842105263157895
6,20,4,1,1584,15,0.645161290322581
6,20,4,1,1315,15,1
6,20,4,1,1421,15,0.464285714285714
6,20,4,1,1141,15,0.772727272727273
6,20,4,1,1123,15,0.545454545454545
6,20,4,1,1115,15,0.863636363636364
6,20,4,1,1236,15,1
6,20,4,1,1264,16,0.72
6,20,4,1,1715,17,0.705882352941177
6,20,4,1,1265,17,0.84
6,20,4,1,896,17,0.823529411764706
6,20,4,1,1015,18,0.35
6,20,4,1,1915,18,0.342105263157895
6,20,4,1,2217,18,0.477272727272727
6,20,4,1,2566,18,0.529411764705882
6,20,4,1,1743,18,0.558823529411765
6,20,4,1,1615,18,0.40625
6,20,4,1,1667,18,0.515151515151515
6,20,4,1,1817,18,0.444444444444444
6,20,4,1,1299,18,0.32
6,20,4,1,1378,19,0.777777777777778
6,20,4,1,1165,19,0.826086956521739
6,20,4,1,1135,19,0.863636363636364
6,20,4,1,1083,19,1
6,20,4,1,1040,19,0.9
6,20,4,1,842,19,1
6,20,4,1,1264,19,1
6,20,4,1,1479,20,0.827586206896552
6,20,4,1,2099,20,0.609756097560976
6,20,4,1,1515,20,0.566666666666667
6,20,4,1,1721,20,0.558823529411765
6,20,4,1,714,20,0.928571428571429
6,20,4,1,677,20,1
6,20,4,1,3736,20,0.756756756756757
6,20,4,1,515,20,0.9
6,20,4,1,868,20,0.705882352941177
6,20,4,1,826,20,0.8125
6,20,4,1,693,20,0.692307692307692
6,20,4,1,1795,20,0.685714285714286
6,20,4,1,1723,20,0.588235294117647
6,20,4,1,517,20,0.8
6,20,4,1,591,20,0.818181818181818
6,20,4,1,515,20,1
6,20,4,1,592,20,0.909090909090909
6,20,4,1,446,20,1
6,20,4,1,1215,20,0.625
6,20,4,1,565,20,0.909090909090909
6,20,4,1,915,20,0.5
6,20,4,1,430,20,1
6,20,4,1,521,20,1
6,20,4,1,372,20,1
6,20,4,1,390,20,1
6,20,4,1,1275,21,0.68
6,20,4,1,1731,22,0.558823529411765
6,20,4,1,1980,22,0.538461538461538
6,20,4,1,2066,22,0.51219512195122
6,20,4,1,1366,22,0.592592592592593
6,20,4,1,914,22,0.5
6,20,4,1,1268,22,0.52
6,20,4,1,1387,22,0.62962962962963
6,20,4,1,1264,22,0.56
6,20,4,1,1015,23,0.8
6,20,4,1,994,23,0.842105263157895
6,20,4,1,1315,23,0.730769230769231
6,20,4,1,731,23,0.785714285714286
6,20,4,1,840,23,0.6875
6,20,4,1,815,23,0.8125
6,20,4,1,714,23,0.785714285714286
6,20,4,1,885,23,0.529411764705882
6,20,4,1,931,23,0.777777777777778
6,20,4,1,691,23,0.769230769230769
6,20,4,1,883,23,0.647058823529412
6,20,4,1,669,23,0.769230769230769
6,20,4,1,767,23,0.8
6,20,4,1,935,24,1
6,20,4,1,1165,25,0.608695652173913
6,20,4,1,973,25,1
6,20,4,1,1446,26,0.5
6,20,4,1,1642,26,0.4375
6,20,4,1,1064,26,0.571428571428571
6,20,4,1,1314,26,0.5
6,20,4,0,1240,3,0.666666666666667
6,20,4,0,1751,3,0.571428571428571
6,20,4,0,1526,3,0.566666666666667
6,20,4,0,1218,3,0.625
6,20,4,0,1919,3,0.605263157894737
6,20,4,0,1301,3,0.692307692307692
6,20,4,0,1330,3,0.769230769230769
6,20,4,0,1370,3,0.62962962962963
6,20,4,0,1357,3,0.666666666666667
6,20,4,0,1799,3,0.571428571428571
6,20,4,0,1955,3,0.692307692307692
6,20,4,0,1905,3,0.684210526315789
6,20,4,0,1995,3,0.615384615384615
6,20,4,0,2055,3,0.780487804878049
6,20,4,0,1873,3,0.513513513513513
6,20,4,0,1893,3,0.513513513513513
6,20,4,0,1896,3,0.72972972972973
6,20,4,0,1754,3,0.685714285714286
6,20,4,0,1395,4,0.777777777777778
6,20,4,0,1030,4,0.9
6,20,4,0,1545,4,0.866666666666667
6,20,4,0,2010,4,0.9
6,20,4,0,1375,4,0.666666666666667
6,20,4,0,1596,4,0.516129032258065
6,20,4,0,1351,4,0.814814814814815
6,20,4,0,1690,4,0.545454545454545
6,20,4,0,2548,4,0.58
6,20,4,0,1631,4,0.65625
6,20,4,0,1848,4,0.5
6,20,4,0,2065,4,0.48780487804878
6,20,4,0,1874,4,0.486486486486487
6,20,4,0,2392,4,0.468085106382979
6,20,4,0,2426,4,0.5625
6,20,4,0,2045,4,0.45
6,20,4,0,1759,4,0.485714285714286
6,20,4,0,2249,4,0.659090909090909
6,20,4,0,1798,4,0.514285714285714
6,20,4,0,1352,4,0.481481481481481
6,20,4,0,1990,4,0.564102564102564
6,20,4,0,2208,4,0.636363636363636
6,20,4,0,3067,4,0.688524590163934
6,20,4,0,1845,4,0.555555555555556
6,20,4,0,1546,4,0.5
6,20,4,0,1592,4,0.516129032258065
6,20,4,0,1520,4,0.6
6,20,4,0,1197,5,0.695652173913043
6,20,4,0,1448,5,0.964285714285714
6,20,4,0,1227,5,0.833333333333333
6,20,4,0,1844,5,1
6,20,4,0,1295,5,0.84
6,20,4,0,1362,5,0.888888888888889
6,20,4,0,1206,5,1
6,20,4,0,1729,5,0.970588235294118
6,20,4,0,1993,5,0.769230769230769
6,20,4,0,1872,5,0.837837837837838
6,20,4,0,1356,5,0.925925925925926
6,20,4,0,1596,5,0.806451612903226
6,20,4,0,1456,5,1
6,20,4,0,1623,5,0.65625
6,20,4,0,1352,5,0.851851851851852
6,20,4,0,1503,5,0.866666666666667
6,20,4,0,1422,5,0.928571428571429
6,20,4,0,1847,5,0.944444444444444
6,20,4,0,1411,5,0.964285714285714
6,20,4,0,1339,5,0.807692307692308
6,20,4,0,1194,5,0.826086956521739
6,20,4,0,1142,5,0.954545454545455
6,20,4,0,1299,5,0.72
6,20,4,0,1344,5,0.846153846153846
6,20,4,0,1257,5,1
6,20,4,0,1263,5,1
6,20,4,0,1165,5,0.91304347826087
6,20,4,0,1795,5,0.771428571428571
6,20,4,0,1447,5,0.857142857142857
6,20,4,0,1250,5,0.92
6,20,4,0,1254,6,0.36
6,20,4,0,1739,6,0.441176470588235
6,20,4,0,1524,6,0.366666666666667
6,20,4,0,1524,6,0.4
6,20,4,0,1642,6,0.375
6,20,4,0,2273,6,0.422222222222222
6,20,4,0,1012,6,0.6
6,20,4,0,1648,6,0.5
6,20,4,0,1946,6,0.342105263157895
6,20,4,0,1254,6,0.56
6,20,4,0,1992,6,0.282051282051282
6,20,4,0,1263,6,0.6
6,20,4,0,1452,6,0.413793103448276
6,20,4,0,1170,6,0.434782608695652
6,20,4,0,1099,6,0.523809523809524
6,20,4,0,1102,6,0.409090909090909
6,20,4,0,1656,6,0.727272727272727
6,20,4,0,1613,6,0.65625
6,20,4,0,1207,6,0.583333333333333
6,20,4,0,1362,6,0.407407407407407
6,20,4,0,1309,6,0.384615384615385
6,20,4,0,1795,6,0.714285714285714
6,20,4,0,1544,6,0.4
6,20,4,0,1622,6,0.40625
6,20,4,0,2049,7,0.35
6,20,4,0,2599,7,0.450980392156863
6,20,4,0,2638,7,0.538461538461538
6,20,4,0,2277,7,0.555555555555556
6,20,4,0,3016,7,0.233333333333333
6,20,4,0,3159,7,0.523809523809524
6,20,4,0,2716,7,0.518518518518518
6,20,4,0,2856,7,0.596491228070175
6,20,4,0,2121,7,0.523809523809524
6,20,4,0,3520,7,0.385714285714286
6,20,4,0,2650,7,0.509433962264151
6,20,4,0,2471,7,0.510204081632653
6,20,4,0,3698,7,0.438356164383562
6,20,4,0,2421,7,0.458333333333333
6,20,4,0,2974,7,0.474576271186441
6,20,4,0,3396,7,0.432835820895522
6,20,4,0,2596,7,0.509803921568627
6,20,4,0,1659,7,0.363636363636364
6,20,4,0,2741,7,0.592592592592593
6,20,4,0,2759,7,0.581818181818182
6,20,4,0,2923,7,0.568965517241379
6,20,4,0,1197,8,0.782608695652174
6,20,4,0,1103,8,0.681818181818182
6,20,4,0,1730,8,0.588235294117647
6,20,4,0,1265,8,0.84
6,20,4,0,1125,8,0.863636363636364
6,20,4,0,1358,8,0.888888888888889
6,20,4,0,1070,8,0.80952380952381
6,20,4,0,1291,8,0.84
6,20,4,0,1257,8,0.84
6,20,4,0,1396,8,0.851851851851852
6,20,4,0,1469,8,0.689655172413793
6,20,4,0,1948,8,0.631578947368421
6,20,4,0,1919,8,0.657894736842105
6,20,4,0,1406,8,0.892857142857143
6,20,4,0,1221,8,0.875
6,20,4,0,1238,8,0.875
6,20,4,0,1096,8,0.952380952380952
6,20,4,0,1714,8,0.764705882352941
6,20,4,0,2503,8,0.78
6,20,4,0,1497,8,0.896551724137931
6,20,4,0,2875,8,0.771929824561403
6,20,4,0,1323,8,0.846153846153846
6,20,4,0,1632,8,0.78125
6,20,4,0,4554,9,0.626373626373626
6,20,4,0,3231,9,0.75
6,20,4,0,2871,9,0.754385964912281
6,20,4,0,2904,9,0.741379310344828
6,20,4,0,4096,9,0.716049382716049
6,20,4,0,2154,9,0.581395348837209
6,20,4,0,2476,9,0.673469387755102
6,20,4,0,2100,9,0.595238095238095
6,20,4,0,2648,9,0.519230769230769
6,20,4,0,2547,9,0.52
6,20,4,0,1493,9,0.620689655172414
6,20,4,0,1927,9,0.710526315789474
6,20,4,0,4347,9,0.604651162790698
6,20,4,0,1417,9,0.785714285714286
6,20,4,0,1893,9,0.675675675675676
6,20,4,0,2922,9,0.568965517241379
6,20,4,0,1746,9,0.588235294117647
6,20,4,0,1547,9,0.6
6,20,4,0,1879,9,0.864864864864865
6,20,4,0,1505,9,0.633333333333333
6,20,4,0,1769,9,0.571428571428571
6,20,4,0,1750,9,0.571428571428571
6,20,4,0,2264,9,0.488888888888889
6,20,4,0,2125,9,0.380952380952381
6,20,4,0,1181,10,1
6,20,4,0,1473,10,0.689655172413793
6,20,4,0,1621,10,0.8125
6,20,4,0,1782,10,0.8
6,20,4,0,1547,10,0.633333333333333
6,20,4,0,2022,10,0.85
6,20,4,0,2548,10,0.98
6,20,4,0,1055,10,1
6,20,4,0,1781,10,0.742857142857143
6,20,4,0,1297,10,0.96
6,20,4,0,1798,10,0.8
6,20,4,0,1444,10,0.857142857142857
6,20,4,0,1745,10,0.764705882352941
6,20,4,0,1524,10,0.9
6,20,4,0,1528,10,0.866666666666667
6,20,4,0,1712,10,0.852941176470588
6,20,4,0,1545,10,0.933333333333333
6,20,4,0,1524,10,0.833333333333333
6,20,4,0,1482,10,0.827586206896552
6,20,4,0,1484,10,1
6,20,4,0,1709,10,0.852941176470588
6,20,4,0,1769,10,0.714285714285714
6,20,4,0,1524,10,0.766666666666667
6,20,4,0,2497,10,0.795918367346939
6,20,4,0,1444,11,0.892857142857143
6,20,4,0,1671,11,0.787878787878788
6,20,4,0,1525,11,0.7
6,20,4,0,1563,11,0.774193548387097
6,20,4,0,1965,11,0.615384615384615
6,20,4,0,1684,11,0.818181818181818
6,20,4,0,2230,11,0.568181818181818
6,20,4,0,1667,11,0.575757575757576
6,20,4,0,1751,11,0.542857142857143
6,20,4,0,1579,11,0.838709677419355
6,20,4,0,2145,11,0.761904761904762
6,20,4,0,1763,11,0.6
6,20,4,0,1454,11,0.724137931034483
6,20,4,0,1320,11,0.615384615384615
6,20,4,0,1668,11,0.636363636363636
6,20,4,0,1691,11,0.727272727272727
6,20,4,0,2071,11,0.585365853658537
6,20,4,0,1427,11,0.75
6,20,4,0,2120,11,0.785714285714286
6,20,4,0,1758,11,0.828571428571429
6,20,4,0,1905,11,0.815789473684211
6,20,4,0,1519,11,0.766666666666667
6,20,4,0,1540,11,0.633333333333333
6,20,4,0,1613,11,0.75
6,20,4,0,1797,11,0.657142857142857
6,20,4,0,2724,11,0.740740740740741
6,20,4,0,2072,11,0.463414634146341
6,20,4,0,1320,12,0.384615384615385
6,20,4,0,1863,12,0.594594594594595
6,20,4,0,2098,12,0.536585365853659
6,20,4,0,3045,12,0.5
6,20,4,0,1779,12,0.485714285714286
6,20,4,0,2303,12,0.521739130434783
6,20,4,0,2212,12,0.522727272727273
6,20,4,0,2454,12,0.653061224489796
6,20,4,0,2150,12,0.604651162790698
6,20,4,0,2402,12,0.395833333333333
6,20,4,0,1996,12,0.666666666666667
6,20,4,0,2851,12,0.473684210526316
6,20,4,0,1777,12,0.4
6,20,4,0,1958,12,0.58974358974359
6,20,4,0,1996,12,0.615384615384615
6,20,4,0,2177,12,0.627906976744186
6,20,4,0,1566,12,0.387096774193548
6,20,4,0,1895,12,0.513513513513513
6,20,4,0,2062,12,0.585365853658537
6,20,4,0,2362,12,0.574468085106383
6,20,4,0,1677,12,0.606060606060606
6,20,4,0,2657,12,0.490566037735849
6,20,4,0,1465,12,0.517241379310345
6,20,4,0,1846,12,0.555555555555556
6,20,4,0,1848,12,0.416666666666667
6,20,4,0,2264,12,0.4
6,20,4,0,2081,12,0.536585365853659
6,20,4,0,1652,12,0.393939393939394
6,20,4,0,2413,12,0.4375
6,20,4,0,1251,13,0.68
6,20,4,0,955,13,1
6,20,4,0,1758,13,0.714285714285714
6,20,4,0,1012,13,0.7
6,20,4,0,1471,13,0.620689655172414
6,20,4,0,1668,13,0.606060606060606
6,20,4,0,1968,13,0.717948717948718
6,20,4,0,1263,13,0.56
6,20,4,0,1977,13,0.615384615384615
6,20,4,0,1257,13,0.88
6,20,4,0,972,13,0.894736842105263
6,20,4,0,1299,13,0.48
6,20,4,0,2273,13,0.666666666666667
6,20,4,0,1574,13,0.645161290322581
6,20,4,0,1232,13,0.458333333333333
6,20,4,0,1011,13,0.5
6,20,4,0,1597,13,0.580645161290323
6,20,4,0,1727,13,0.588235294117647
6,20,4,0,1337,13,0.423076923076923
6,20,4,0,1394,13,0.555555555555556
6,20,4,0,1358,13,0.37037037037037
6,20,4,0,1315,13,0.5
6,20,4,0,1445,14,0.428571428571429
6,20,4,0,2180,14,0.581395348837209
6,20,4,0,1796,14,0.514285714285714
6,20,4,0,1911,14,0.578947368421053
6,20,4,0,2543,14,0.56
6,20,4,0,1974,14,0.461538461538462
6,20,4,0,2796,14,0.636363636363636
6,20,4,0,2715,14,0.518518518518518
6,20,4,0,2148,14,0.619047619047619
6,20,4,0,2343,14,0.630434782608696
6,20,4,0,2175,14,0.651162790697674
6,20,4,0,2107,14,0.428571428571429
6,20,4,0,1951,14,0.564102564102564
6,20,4,0,1650,14,0.696969696969697
6,20,4,0,2465,14,0.591836734693878
6,20,4,0,3189,14,0.380952380952381
6,20,4,0,2072,14,0.609756097560976
6,20,4,0,2154,14,0.651162790697674
6,20,4,0,2171,14,0.581395348837209
6,20,4,0,2303,14,0.630434782608696
6,20,4,0,3743,14,0.351351351351351
6,20,4,0,2325,14,0.847826086956522
6,20,4,0,2466,14,0.653061224489796
6,20,4,0,2967,14,0.457627118644068
6,20,4,0,2754,14,0.709090909090909
6,20,4,0,1809,14,0.583333333333333
6,20,4,0,2220,14,0.704545454545455
6,20,4,0,3687,14,0.671232876712329
6,20,4,0,3247,14,0.65625
6,20,4,0,2019,14,0.675
6,20,4,0,2691,15,0.830188679245283
6,20,4,0,2591,15,0.627450980392157
6,20,4,0,2359,15,0.787234042553192
6,20,4,0,2082,15,0.75609756097561
6,20,4,0,3205,15,0.84375
6,20,4,0,3324,15,0.803030303030303
6,20,4,0,2612,15,0.826923076923077
6,20,4,0,2100,15,0.928571428571429
6,20,4,0,2549,15,0.28
6,20,4,0,2063,15,0.75609756097561
6,20,4,0,3249,15,0.515625
6,20,4,0,2181,15,0.930232558139535
6,20,4,0,1316,15,0.769230769230769
6,20,4,0,1710,15,0.588235294117647
6,20,4,0,1256,15,0.76
6,20,4,0,1821,15,1
6,20,4,0,2089,15,0.780487804878049
6,20,4,0,1309,15,0.555555555555556
6,20,4,0,1598,15,0.806451612903226
6,20,4,0,1350,16,0.518518518518518
6,20,4,0,1645,16,0.65625
6,20,4,0,1399,16,0.518518518518518
6,20,4,0,2178,16,0.627906976744186
6,20,4,0,2395,16,0.702127659574468
6,20,4,0,1909,16,0.552631578947368
6,20,4,0,1910,16,0.657894736842105
6,20,4,0,2011,16,0.55
6,20,4,0,2046,16,0.525
6,20,4,0,1317,16,0.807692307692308
6,20,4,0,1299,16,0.72
6,20,4,0,1970,16,0.487179487179487
6,20,4,0,2208,16,0.568181818181818
6,20,4,0,1774,16,0.571428571428571
6,20,4,0,1748,16,0.588235294117647
6,20,4,0,1522,16,0.7
6,20,4,0,1598,16,0.548387096774194
6,20,4,0,1081,16,0.523809523809524
6,20,4,0,1679,16,0.757575757575758
6,20,4,0,1693,16,0.575757575757576
6,20,4,0,1668,16,0.636363636363636
6,20,4,0,1848,16,0.638888888888889
6,20,4,0,1889,16,0.567567567567568
6,20,4,0,1645,16,0.625
6,20,4,0,1561,16,0.516129032258065
6,20,4,0,1971,16,0.58974358974359
6,20,4,0,1603,16,0.6875
6,20,4,0,1690,16,0.666666666666667
6,20,4,0,1511,16,0.533333333333333
6,20,4,0,1478,17,0.793103448275862
6,20,4,0,944,17,1
6,20,4,0,1869,17,0.702702702702703
6,20,4,0,1246,17,0.791666666666667
6,20,4,0,1764,17,0.914285714285714
6,20,4,0,1497,17,0.724137931034483
6,20,4,0,1096,17,0.857142857142857
6,20,4,0,996,17,1
6,20,4,0,1417,17,0.785714285714286
6,20,4,0,1622,17,0.96875
6,20,4,0,1623,17,0.90625
6,20,4,0,1333,17,0.692307692307692
6,20,4,0,2063,17,0.658536585365854
6,20,4,0,1486,17,0.827586206896552
6,20,4,0,1708,17,0.617647058823529
6,20,4,0,1371,17,0.888888888888889
6,20,4,0,2045,17,0.675
6,20,4,0,1347,17,0.769230769230769
6,20,4,0,1946,17,0.842105263157895
6,20,4,0,2495,17,0.673469387755102
6,20,4,0,1870,17,0.864864864864865
6,20,4,0,2914,17,0.724137931034483
6,20,4,0,1180,17,0.826086956521739
6,20,4,0,2028,17,0.75
6,20,4,0,1300,17,0.653846153846154
6,20,4,0,2710,17,0.518518518518518
6,20,4,0,2775,17,0.745454545454545
6,20,4,0,1603,18,0.46875
6,20,4,0,2056,18,0.51219512195122
6,20,4,0,1862,18,0.486486486486487
6,20,4,0,2349,18,0.521739130434783
6,20,4,0,1526,18,0.333333333333333
6,20,4,0,3075,18,0.39344262295082
6,20,4,0,2465,18,0.244897959183673
6,20,4,0,2218,18,0.363636363636364
6,20,4,0,3427,18,0.338235294117647
6,20,4,0,1884,18,0.486486486486487
6,20,4,0,3416,18,0.441176470588235
6,20,4,0,2196,18,0.418604651162791
6,20,4,0,2848,18,0.428571428571429
6,20,4,0,3059,18,0.262295081967213
6,20,4,0,2866,18,0.298245614035088
6,20,4,0,1999,18,0.384615384615385
6,20,4,0,2809,18,0.339285714285714
6,20,4,0,2207,18,0.386363636363636
6,20,4,0,2395,18,0.297872340425532
6,20,4,0,1780,18,0.457142857142857
6,20,4,0,2696,18,0.39622641509434
6,20,4,0,2028,19,0.65
6,20,4,0,1800,19,0.777777777777778
6,20,4,0,2465,19,0.836734693877551
6,20,4,0,1536,19,1
6,20,4,0,3770,19,0.56
6,20,4,0,1803,19,1
6,20,4,0,1410,19,0.928571428571429
6,20,4,0,2021,19,0.9
6,20,4,0,1798,19,0.857142857142857
6,20,4,0,2014,19,0.875
6,20,4,0,1505,19,0.966666666666667
6,20,4,0,2665,19,0.905660377358491
6,20,4,0,1866,19,0.783783783783784
6,20,4,0,1613,19,0.6875
6,20,4,0,2311,19,0.739130434782609
6,20,4,0,1875,19,0.891891891891892
6,20,4,0,1337,19,1
